id,day,symbol
11997,2024-09-20,SPX250919C04500000
11998,2024-09-20,SPX250919C04875000
11999,2024-09-20,SPX250919P03400000
12000,2024-09-20,SPX250919C05050000
12001,2024-09-20,SPX250919C05300000
12002,2024-09-20,SPX250919C05675000
12003,2024-09-20,SPX250919P04200000
12004,2024-09-20,SPX250919C05925000
12005,2024-09-20,SPX250919C06100000
12006,2024-09-20,SPX250919P04575000
12007,2024-09-20,SPX250919P04825000
12008,2024-09-20,SPX250919P05000000
12009,2024-09-20,SPX250919P08800000
12010,2024-09-20,SPX250919P05375000
12011,2024-09-20,SPX250919P05625000
12012,2024-09-20,SPX250919C00400000
12013,2024-09-20,SPX250919P06175000
12014,2024-09-20,SPX250919C03550000
12015,2024-09-20,SPX250919C03800000
12016,2024-09-20,SPX250919P02700000
12017,2024-09-20,SPX250919C04350000
12018,2024-09-20,SPX250919C04600000
12019,2024-09-20,SPX250919P03250000
12020,2024-09-20,SPX250919C04975000
12021,2024-09-20,SPX250919P03500000
12022,2024-09-20,SPX250919C05150000
12023,2024-09-20,SPX250919C05400000
12024,2024-09-20,SPX250919P03875000
12025,2024-09-20,SPX250919P04050000
12026,2024-09-20,SPX250919C05775000
12027,2024-09-20,SPX250919P04300000
12028,2024-09-20,SPX250919C06200000
12029,2024-09-20,SPX250919P04675000
12030,2024-09-20,SPX250919P04925000
12031,2024-09-20,SPX250919P05100000
12032,2024-09-20,SPX250919C07000000
12033,2024-09-20,SPX250919P05475000
12034,2024-09-20,SPX250919P05725000
12035,2024-09-20,SPX250919P00600000
12036,2024-09-20,SPX250919C03650000
12037,2024-09-20,SPX250919C03900000
12038,2024-09-20,SPX250718P02900000
12039,2024-09-20,SPX250718C04550000
12040,2024-09-20,SPX250718C01000000
12041,2024-09-20,SPX250718C04800000
12042,2024-09-20,SPX260618C00400000
12043,2024-09-20,SPX250718P03450000
12044,2024-09-20,SPX260618C03650000
12045,2024-09-20,SPX250718P03700000
12046,2024-09-20,SPX250718P00400000
12047,2024-09-20,SPX250718C05350000
12048,2024-09-20,SPX260618C03900000
12049,2024-09-20,SPX250718C05600000
12050,2024-09-20,SPX250718P04250000
12051,2024-09-20,SPX250718C05975000
12052,2024-09-20,SPX260618P02800000
12053,2024-09-20,SPX260618C04450000
12054,2024-09-20,SPX250718P04500000
12055,2024-09-20,SPX250718C06150000
12056,2024-09-20,SPX260618C04700000
12057,2024-09-20,SPX250718C06400000
12058,2024-09-20,SPX250718P04875000
12059,2024-09-20,SPX260618P03350000
12060,2024-09-20,SPX250718P05050000
12061,2024-09-20,SPX260618P03600000
12062,2024-09-20,SPX260618C05250000
12063,2024-09-20,SPX250718P05300000
12064,2024-09-20,SPX260618C05500000
12065,2024-09-20,SPX260618P03975000
12066,2024-09-20,SPX250718C07200000
12067,2024-09-20,SPX250718P05675000
12068,2024-09-20,SPX260618P04150000
12069,2024-09-20,SPX260618C05875000
12070,2024-09-20,SPX250718P05925000
12071,2024-09-20,SPX250718C04025000
12072,2024-09-20,SPX260618P04400000
12073,2024-09-20,SPX260618C06050000
12074,2024-09-20,SPX250718P06100000
12075,2024-09-20,SPX260618C06300000
12076,2024-09-20,SPX260618P04775000
12077,2024-09-20,SPX250718C08000000
12078,2024-09-20,SPX260618P05200000
12079,2024-09-20,SPX260618C07100000
12080,2024-09-20,SPX260618P05575000
12081,2024-09-20,SPX250718C03850000
12082,2024-09-20,SPX260618P05825000
12083,2024-09-20,SPX260618P06000000
12084,2024-09-20,SPX250718C00400000
12085,2024-09-20,SPX250718C04650000
12086,2024-09-20,SPX250718C04900000
12087,2024-09-20,SPX250718P03550000
12088,2024-09-20,SPX260618C03750000
12089,2024-09-20,SPX250718P03800000
12090,2024-09-20,SPX250718C05450000
12091,2024-09-20,SPX250718C05700000
12092,2024-09-20,SPX250718P04350000
12093,2024-09-20,SPX260618P00600000
12094,2024-09-20,SPX260618P02900000
12095,2024-09-20,SPX260618C04550000
12096,2024-09-20,SPX260618C01000000
12097,2024-09-20,SPX250718P04600000
12098,2024-09-20,SPX250718C06250000
12099,2024-09-20,SPX260618C04800000
12100,2024-09-20,SPX250718C06500000
12101,2024-09-20,SPX250718P04975000
12102,2024-09-20,SPX260618P03450000
12103,2024-09-20,SPX250718P05150000
12104,2024-09-20,SPX260618P03700000
12105,2024-09-20,SPX260618C05350000
12106,2024-09-20,SPX250718P05400000
12107,2024-09-20,SPX260618C05600000
12108,2024-09-20,SPX250718P05775000
12109,2024-09-20,SPX260618P04250000
12110,2024-09-20,SPX260618C05975000
12111,2024-09-20,SPX250718C04125000
12112,2024-09-20,SPX260618P04500000
12113,2024-09-20,SPX260618C06150000
12114,2024-09-20,SPX250718P06200000
12115,2024-09-20,SPX260618C06400000
12116,2024-09-20,SPX260618P04875000
12117,2024-09-20,SPX260618P05050000
12118,2024-09-20,SPX260618P05300000
12119,2024-09-20,SPX250718P07000000
12120,2024-09-20,SPX260618C07200000
12121,2024-09-20,SPX260618P05675000
12122,2024-09-20,SPX250718C03950000
12123,2024-09-20,SPX260618P05925000
12124,2024-09-20,SPX260618C04025000
12125,2024-09-20,SPX260618P06100000
12126,2024-09-20,SPX260618C08000000
12127,2024-09-20,SPX250718C04750000
12128,2024-09-20,SPX250718C01200000
12129,2024-09-20,SPX260618C00600000
12130,2024-09-20,SPX250718P03650000
12131,2024-09-20,SPX260618C03850000
12132,2024-09-20,SPX250718P03900000
12133,2024-09-20,SPX250718P00600000
12134,2024-09-20,SPX250718C05550000
12135,2024-09-20,SPX250718C02000000
12136,2024-09-20,SPX250718C05800000
12137,2024-09-20,SPX250718P04450000
12138,2024-09-20,SPX260618C04650000
12139,2024-09-20,SPX250718P04700000
12140,2024-09-20,SPX250718C06350000
12141,2024-09-20,SPX260618C04900000
12142,2024-09-20,SPX250718C06600000
12143,2024-09-20,SPX260618P03550000
12144,2024-09-20,SPX250718P05250000
12145,2024-09-20,SPX260618P03800000
12146,2024-09-20,SPX260618C05450000
12147,2024-09-20,SPX250718P05500000
12148,2024-09-20,SPX260618C05700000
12149,2024-09-20,SPX250718C07400000
12150,2024-09-20,SPX250718P05875000
12151,2024-09-20,SPX260618P04350000
12152,2024-09-20,SPX250718P06050000
12153,2024-09-20,SPX250718C04225000
12154,2024-09-20,SPX260618P04600000
12155,2024-09-20,SPX260618C06250000
12156,2024-09-20,SPX250718P06300000
12157,2024-09-20,SPX260618C06500000
12158,2024-09-20,SPX260618P04975000
12159,2024-09-20,SPX250718C08200000
12160,2024-09-20,SPX260618P05150000
12161,2024-09-20,SPX250718C05025000
12162,2024-09-20,SPX260618P05400000
12163,2024-09-20,SPX250718P07100000
12164,2024-09-20,SPX260618P05775000
12165,2024-09-20,SPX250718C09000000
12166,2024-09-20,SPX260618C04125000
12167,2024-09-20,SPX260618P06200000
12168,2024-09-20,SPX250718C00600000
12169,2024-09-20,SPX250718C04850000
12170,2024-09-20,SPX260618P07000000
12171,2024-09-20,SPX250718P03750000
12172,2024-09-20,SPX260618C03950000
12173,2024-09-20,SPX250718C05650000
12174,2024-09-20,SPX250718C05900000
12175,2024-09-20,SPX250718P04550000
12176,2024-09-20,SPX250718P01000000
12177,2024-09-20,SPX260618P00800000
12178,2024-09-20,SPX260618C04750000
12179,2024-09-20,SPX260618C01200000
12180,2024-09-20,SPX250718P04800000
12181,2024-09-20,SPX250718C06450000
12182,2024-09-20,SPX250718C06700000
12183,2024-09-20,SPX260618P03650000
12184,2024-09-20,SPX250718P05350000
12185,2024-09-20,SPX260618P03900000
12186,2024-09-20,SPX260618C05550000
12187,2024-09-20,SPX260618C02000000
12188,2024-09-20,SPX250718P05600000
12189,2024-09-20,SPX260618C05800000
12190,2024-09-20,SPX250718P05975000
12191,2024-09-20,SPX250718C04075000
12192,2024-09-20,SPX260618P04450000
12193,2024-09-20,SPX250718P06150000
12194,2024-09-20,SPX250718C04325000
12195,2024-09-20,SPX260618P04700000
12196,2024-09-20,SPX260618C06350000
12197,2024-09-20,SPX250718P06400000
12198,2024-09-20,SPX260618C06600000
12199,2024-09-20,SPX260618P05250000
12200,2024-09-20,SPX250718C05125000
12201,2024-09-20,SPX260618P05500000
12202,2024-09-20,SPX250718P07200000
12203,2024-09-20,SPX260618C07400000
12204,2024-09-20,SPX260618P05875000
12205,2024-09-20,SPX250718P04025000
12206,2024-09-20,SPX260618P06050000
12207,2024-09-20,SPX260618C04225000
12208,2024-09-20,SPX260618P06300000
12209,2024-09-20,SPX250718P08000000
12210,2024-09-20,SPX260618C08200000
12211,2024-09-20,SPX250718C04950000
12212,2024-09-20,SPX250718C01400000
12213,2024-09-20,SPX260618C05025000
12214,2024-09-20,SPX260618P07100000
12215,2024-09-20,SPX260618C00800000
12216,2024-09-20,SPX260618C09000000
12217,2024-09-20,SPX250718P03850000
12218,2024-09-20,SPX250718P00800000
12219,2024-09-20,SPX250718C05750000
12220,2024-09-20,SPX250718C02200000
12221,2024-09-20,SPX250718P04650000
12222,2024-09-20,SPX260618C04850000
12223,2024-09-20,SPX250718P04900000
12224,2024-09-20,SPX250718C06550000
12225,2024-09-20,SPX250718C03000000
12226,2024-09-20,SPX250718C06800000
12227,2024-09-20,SPX260618P03750000
12228,2024-09-20,SPX250718P05450000
12229,2024-09-20,SPX260618C05650000
12230,2024-09-20,SPX250718P05700000
12231,2024-09-20,SPX260618C05900000
12232,2024-09-20,SPX250718C07600000
12233,2024-09-20,SPX250718C04175000
12234,2024-09-20,SPX260618P04550000
12235,2024-09-20,SPX260618P01000000
12236,2024-09-20,SPX250718P06250000
12237,2024-09-20,SPX250718C04425000
12238,2024-09-20,SPX260618P04800000
12239,2024-09-20,SPX260618C06450000
12240,2024-09-20,SPX250718P06500000
12241,2024-09-20,SPX260618C06700000
12242,2024-09-20,SPX250718C08400000
12243,2024-09-20,SPX260618P05350000
12244,2024-09-20,SPX250718C05225000
12245,2024-09-20,SPX260618P05600000
12246,2024-09-20,SPX260618P05975000
12247,2024-09-20,SPX260618C04075000
12248,2024-09-20,SPX250718C09200000
12249,2024-09-20,SPX250718P04125000
12250,2024-09-20,SPX260618P06150000
12251,2024-09-20,SPX260618C04325000
12252,2024-09-20,SPX250718C06025000
12253,2024-09-20,SPX260618P06400000
12254,2024-09-20,SPX250718C00800000
12255,2024-09-20,SPX260618C05125000
12256,2024-09-20,SPX260618P07200000
12257,2024-09-20,SPX250718P03950000
12258,2024-09-20,SPX260618P04025000
12259,2024-09-20,SPX250718C05850000
12260,2024-09-20,SPX250718C02300000
12261,2024-09-20,SPX260618P08000000
12262,2024-09-20,SPX250718P04750000
12263,2024-09-20,SPX250718P01200000
12264,2024-09-20,SPX260618C04950000
12265,2024-09-20,SPX260618C01400000
12266,2024-09-20,SPX250718C03100000
12267,2024-09-20,SPX250718C06900000
12268,2024-09-20,SPX260618P03850000
12269,2024-09-20,SPX250718P05550000
12270,2024-09-20,SPX250718P02000000
12271,2024-09-20,SPX260618C05750000
12272,2024-09-20,SPX260618C02200000
12273,2024-09-20,SPX250718P05800000
12274,2024-09-20,SPX250718C04275000
12275,2024-09-20,SPX260618P04650000
12276,2024-09-20,SPX250718P06350000
12277,2024-09-20,SPX250718C04525000
12278,2024-09-20,SPX260618P04900000
12279,2024-09-20,SPX260618C06550000
12280,2024-09-20,SPX260618C03000000
12281,2024-09-20,SPX250718P06600000
12282,2024-09-20,SPX260618C06800000
12283,2024-09-20,SPX250718C05075000
12284,2024-09-20,SPX260618P05450000
12285,2024-09-20,SPX250718C05325000
12286,2024-09-20,SPX260618P05700000
12287,2024-09-20,SPX250718P07400000
12288,2024-09-20,SPX260618C07600000
12289,2024-09-20,SPX260618C04175000
12290,2024-09-20,SPX250718P04225000
12291,2024-09-20,SPX260618P06250000
12292,2024-09-20,SPX260618C04425000
12293,2024-09-20,SPX250718C06125000
12294,2024-09-20,SPX260618P06500000
12295,2024-09-20,SPX250718P08200000
12296,2024-09-20,SPX260618C08400000
12297,2024-09-20,SPX250718P05025000
12298,2024-09-20,SPX250718C01600000
12299,2024-09-20,SPX260618C05225000
12300,2024-09-20,SPX250718P09000000
12301,2024-09-20,SPX260618C09200000
12302,2024-09-20,SPX260618P04125000
12303,2024-09-20,SPX250718C05950000
12304,2024-09-20,SPX250718C02400000
12305,2024-09-20,SPX260618C06025000
12306,2024-09-20,SPX250718P04850000
12307,2024-09-20,SPX250718C03200000
12308,2024-09-20,SPX260618P03950000
12309,2024-09-20,SPX250718P05650000
12310,2024-09-20,SPX260618C05850000
12311,2024-09-20,SPX260618C02300000
12312,2024-09-20,SPX250718P05900000
12313,2024-09-20,SPX250718C04000000
12314,2024-09-20,SPX250718C07800000
12315,2024-09-20,SPX250718C04375000
12316,2024-09-20,SPX260618P04750000
12317,2024-09-20,SPX260618P01200000
12318,2024-09-20,SPX250718P06450000
12319,2024-09-20,SPX250718C04625000
12320,2024-09-20,SPX260618C03100000
12321,2024-09-20,SPX250718P06700000
12322,2024-09-20,SPX260618C06900000
12323,2024-09-20,SPX250718C08600000
12324,2024-09-20,SPX250718C05175000
12325,2024-09-20,SPX260618P05550000
12326,2024-09-20,SPX260618P02000000
12327,2024-09-20,SPX250718C05425000
12328,2024-09-20,SPX260618P05800000
12329,2024-09-20,SPX250718P04075000
12330,2024-09-20,SPX260618C04275000
12331,2024-09-20,SPX250718C09400000
12332,2024-09-20,SPX250718P04325000
12333,2024-09-20,SPX260618P06350000
12334,2024-09-20,SPX260618C04525000
12335,2024-09-20,SPX250718C06225000
12336,2024-09-20,SPX260618P06600000
12337,2024-09-20,SPX260618C05075000
12338,2024-09-20,SPX250718P05125000
12339,2024-09-20,SPX260618C05325000
12340,2024-09-20,SPX260618P07400000
12341,2024-09-20,SPX260618P04225000
12342,2024-09-20,SPX250718C02500000
12343,2024-09-20,SPX260618C06125000
12344,2024-09-20,SPX260618P08200000
12345,2024-09-20,SPX250718P04950000
12346,2024-09-20,SPX250718P01400000
12347,2024-09-20,SPX260618P05025000
12348,2024-09-20,SPX260618C01600000
12349,2024-09-20,SPX250718C03300000
12350,2024-09-20,SPX260618P09000000
12351,2024-09-20,SPX250718P05750000
12352,2024-09-20,SPX250718P02200000
12353,2024-09-20,SPX250718C03925000
12354,2024-09-20,SPX260618C05950000
12355,2024-09-20,SPX260618C02400000
12356,2024-09-20,SPX250718C04100000
12357,2024-09-20,SPX250718C04475000
12358,2024-09-20,SPX260618P04850000
12359,2024-09-20,SPX250718P06550000
12360,2024-09-20,SPX250718P03000000
12361,2024-09-20,SPX250718C04725000
12362,2024-09-20,SPX260618C03200000
12363,2024-09-20,SPX250718P06800000
12364,2024-09-20,SPX250718C05275000
12365,2024-09-20,SPX260618P05650000
12366,2024-09-20,SPX250718C05525000
12367,2024-09-20,SPX260618P05900000
12368,2024-09-20,SPX260618C04000000
12369,2024-09-20,SPX250718P07600000
12370,2024-09-20,SPX260618C07800000
12371,2024-09-20,SPX250718P04175000
12372,2024-09-20,SPX260618C04375000
12373,2024-09-20,SPX250718P04425000
12374,2024-09-20,SPX250718C06075000
12375,2024-09-20,SPX260618P06450000
12376,2024-09-20,SPX260618C04625000
12377,2024-09-20,SPX260618P06700000
12378,2024-09-20,SPX250718P08400000
12379,2024-09-20,SPX260618C08600000
12380,2024-09-20,SPX260618C05175000
12381,2024-09-20,SPX250718P05225000
12382,2024-09-20,SPX250718C01800000
12383,2024-09-20,SPX260618C05425000
12384,2024-09-20,SPX260618P04075000
12385,2024-09-20,SPX250718P09200000
12386,2024-09-20,SPX260618C09400000
12387,2024-09-20,SPX260618P04325000
12388,2024-09-20,SPX250718P06025000
12389,2024-09-20,SPX250718C02600000
12390,2024-09-20,SPX260618C06225000
12391,2024-09-20,SPX260618P05125000
12392,2024-09-20,SPX250718C03400000
12393,2024-09-20,SPX250718P05850000
12394,2024-09-20,SPX250718P02300000
12395,2024-09-20,SPX260618C02500000
12396,2024-09-20,SPX250718C04200000
12397,2024-09-20,SPX250718C04575000
12398,2024-09-20,SPX260618P04950000
12399,2024-09-20,SPX260618P01400000
12400,2024-09-20,SPX250718P03100000
12401,2024-09-20,SPX250718C04825000
12402,2024-09-20,SPX260618C03300000
12403,2024-09-20,SPX250718P06900000
12404,2024-09-20,SPX250718C05000000
12405,2024-09-20,SPX250718C08800000
12406,2024-09-20,SPX250718C05375000
12407,2024-09-20,SPX260618P05750000
12408,2024-09-20,SPX260618P02200000
12409,2024-09-20,SPX260618C03925000
12410,2024-09-20,SPX250718C05625000
12411,2024-09-20,SPX260618C04100000
12412,2024-09-20,SPX250718P04275000
12413,2024-09-20,SPX260618C04475000
12414,2024-09-20,SPX250718P04525000
12415,2024-09-20,SPX250718C06175000
12416,2024-09-20,SPX260618P06550000
12417,2024-09-20,SPX260618P03000000
12418,2024-09-20,SPX260618C04725000
12419,2024-09-20,SPX260618P06800000
12420,2024-09-20,SPX250718P05075000
12421,2024-09-20,SPX260618C05275000
12422,2024-09-20,SPX250718P05325000
12423,2024-09-20,SPX260618C05525000
12424,2024-09-20,SPX260618P07600000
12425,2024-09-20,SPX260618P04175000
12426,2024-09-20,SPX260618P04425000
12427,2024-09-20,SPX260618C06075000
12428,2024-09-20,SPX250718P06125000
12429,2024-09-20,SPX250718C02700000
12430,2024-09-20,SPX260618P08400000
12431,2024-09-20,SPX250718P01600000
12432,2024-09-20,SPX260618P05225000
12433,2024-09-20,SPX260618C01800000
12434,2024-09-20,SPX250718C03500000
12435,2024-09-20,SPX260618P09200000
12436,2024-09-20,SPX250718C03875000
12437,2024-09-20,SPX250718P05950000
12438,2024-09-20,SPX250718P02400000
12439,2024-09-20,SPX250718C04050000
12440,2024-09-20,SPX260618P06025000
12441,2024-09-20,SPX260618C02600000
12442,2024-09-20,SPX250718C04300000
12443,2024-09-20,SPX250718C04675000
12444,2024-09-20,SPX250718P03200000
12445,2024-09-20,SPX250718C04925000
12446,2024-09-20,SPX260618C03400000
12447,2024-09-20,SPX250718C05100000
12448,2024-09-20,SPX250718C05475000
12449,2024-09-20,SPX260618P05850000
12450,2024-09-20,SPX260618P02300000
12451,2024-09-20,SPX250718P04000000
12452,2024-09-20,SPX250718C05725000
12453,2024-09-20,SPX260618C04200000
12454,2024-09-20,SPX250718P07800000
12455,2024-09-20,SPX250718P04375000
12456,2024-09-20,SPX260618C04575000
12457,2024-09-20,SPX250718P04625000
12458,2024-09-20,SPX250718C06275000
12459,2024-09-20,SPX260618P03100000
12460,2024-09-20,SPX260618C04825000
12461,2024-09-20,SPX260618P06900000
12462,2024-09-20,SPX260618C05000000
12463,2024-09-20,SPX250718P08600000
12464,2024-09-20,SPX260618C08800000
12465,2024-09-20,SPX250718P05175000
12466,2024-09-20,SPX260618C05375000
12467,2024-09-20,SPX250718P05425000
12468,2024-09-20,SPX260618C05625000
12469,2024-09-20,SPX260618P04275000
12470,2024-09-20,SPX250718P09400000
12471,2024-09-20,SPX260618P04525000
12472,2024-09-20,SPX260618C06175000
12473,2024-09-20,SPX250718P06225000
12474,2024-09-20,SPX250718C02800000
12475,2024-09-20,SPX260618P05075000
12476,2024-09-20,SPX250718C03350000
12477,2024-09-20,SPX260618P05325000
12478,2024-09-20,SPX250718C03600000
12479,2024-09-20,SPX250718C03975000
12480,2024-09-20,SPX250718P02500000
12481,2024-09-20,SPX250718C04150000
12482,2024-09-20,SPX260618P06125000
12483,2024-09-20,SPX260618C02700000
12484,2024-09-20,SPX250718C04400000
12485,2024-09-20,SPX250718C04775000
12486,2024-09-20,SPX260618P01600000
12487,2024-09-20,SPX250718P03300000
12488,2024-09-20,SPX260618C03500000
12489,2024-09-20,SPX250718C05200000
12490,2024-09-20,SPX260618C03875000
12491,2024-09-20,SPX250718P03925000
12492,2024-09-20,SPX250718C05575000
12493,2024-09-20,SPX260618P05950000
12494,2024-09-20,SPX260618P02400000
12495,2024-09-20,SPX260618C04050000
12496,2024-09-20,SPX250718P04100000
12497,2024-09-20,SPX250718C05825000
12498,2024-09-20,SPX260618C04300000
12499,2024-09-20,SPX250718C06000000
12500,2024-09-20,SPX250718P04475000
12501,2024-09-20,SPX260618C04675000
12502,2024-09-20,SPX250718P04725000
12503,2024-09-20,SPX260618P03200000
12504,2024-09-20,SPX260618C04925000
12505,2024-09-20,SPX260618C05100000
12506,2024-09-20,SPX250718P05275000
12507,2024-09-20,SPX260618C05475000
12508,2024-09-20,SPX250718P05525000
12509,2024-09-20,SPX260618P04000000
12510,2024-09-20,SPX260618C05725000
12511,2024-09-20,SPX260618P07800000
12512,2024-09-20,SPX260618P04375000
12513,2024-09-20,SPX250718P06075000
12514,2024-09-20,SPX260618P04625000
12515,2024-09-20,SPX260618C06275000
12516,2024-09-20,SPX250718C02900000
12517,2024-09-20,SPX260618P08600000
12518,2024-09-20,SPX260618P05175000
12519,2024-09-20,SPX250718P01800000
12520,2024-09-20,SPX250718C03450000
12521,2024-09-20,SPX260618P05425000
12522,2024-09-20,SPX250718C03700000
12523,2024-09-20,SPX260618P09400000
12524,2024-09-20,SPX250718P02600000
12525,2024-09-20,SPX250718C04250000
12526,2024-09-20,SPX260618P06225000
12527,2024-09-20,SPX260618C02800000
12528,2024-09-20,SPX250718C04500000
12529,2024-09-20,SPX250718C04875000
12530,2024-09-20,SPX260618C03350000
12531,2024-09-20,SPX250718P03400000
12532,2024-09-20,SPX250718C05050000
12533,2024-09-20,SPX260618C03600000
12534,2024-09-20,SPX250718C05300000
12535,2024-09-20,SPX260618C03975000
12536,2024-09-20,SPX260618P00200000
12537,2024-09-20,SPX250718C05675000
12538,2024-09-20,SPX260618P02500000
12539,2024-09-20,SPX260618C04150000
12540,2024-09-20,SPX250718P04200000
12541,2024-09-20,SPX250718C05925000
12542,2024-09-20,SPX260618C04400000
12543,2024-09-20,SPX250718C06100000
12544,2024-09-20,SPX250718P04575000
12545,2024-09-20,SPX260618C04775000
12546,2024-09-20,SPX250718P04825000
12547,2024-09-20,SPX260618P03300000
12548,2024-09-20,SPX250718P05000000
12549,2024-09-20,SPX260618C05200000
12550,2024-09-20,SPX250718P08800000
12551,2024-09-20,SPX250718P05375000
12552,2024-09-20,SPX260618P03925000
12553,2024-09-20,SPX260618C05575000
12554,2024-09-20,SPX250718P05625000
12555,2024-09-20,SPX260618P04100000
12556,2024-09-20,SPX260618C05825000
12557,2024-09-20,SPX260618C06000000
12558,2024-09-20,SPX260618P04475000
12559,2024-09-20,SPX250718P06175000
12560,2024-09-20,SPX260618P04725000
12561,2024-09-20,SPX260618P05275000
12562,2024-09-20,SPX250718C03550000
12563,2024-09-20,SPX260618P05525000
12564,2024-09-20,SPX250718C03800000
12565,2024-09-20,SPX260618P06075000
12566,2024-09-20,SPX250718P02700000
12567,2024-09-20,SPX250718C04350000
12568,2024-09-20,SPX260618C02900000
12569,2024-09-20,SPX250718C04600000
12570,2024-09-20,SPX260618C00200000
12571,2024-09-20,SPX250718C04975000
12572,2024-09-20,SPX260618P01800000
12573,2024-09-20,SPX260618C03450000
12574,2024-09-20,SPX250718P03500000
12575,2024-09-20,SPX250718P00200000
12576,2024-09-20,SPX250718C05150000
12577,2024-09-20,SPX260618C03700000
12578,2024-09-20,SPX250718C05400000
12579,2024-09-20,SPX250718P03875000
12580,2024-09-20,SPX250718P04050000
12581,2024-09-20,SPX250718C05775000
12582,2024-09-20,SPX260618P02600000
12583,2024-09-20,SPX260618C04250000
12584,2024-09-20,SPX250718P04300000
12585,2024-09-20,SPX260618C04500000
12586,2024-09-20,SPX250718C06200000
12587,2024-09-20,SPX250718P04675000
12588,2024-09-20,SPX260618C04875000
12589,2024-09-20,SPX250718P04925000
12590,2024-09-20,SPX260618P03400000
12591,2024-09-20,SPX260618C05050000
12592,2024-09-20,SPX250718P05100000
12593,2024-09-20,SPX260618C05300000
12594,2024-09-20,SPX250718C07000000
12595,2024-09-20,SPX250718P05475000
12596,2024-09-20,SPX260618C05675000
12597,2024-09-20,SPX250718P05725000
12598,2024-09-20,SPX260618P04200000
12599,2024-09-20,SPX260618C05925000
12600,2024-09-20,SPX260618C06100000
12601,2024-09-20,SPX260618P04575000
12602,2024-09-20,SPX250718P06275000
12603,2024-09-20,SPX260618P04825000
12604,2024-09-20,SPX260618P05000000
12605,2024-09-20,SPX260618P08800000
12606,2024-09-20,SPX260618P05375000
12607,2024-09-20,SPX250718C03650000
12608,2024-09-20,SPX260618P05625000
12609,2024-09-20,SPX250718C03900000
12610,2024-09-20,SPX260618P06175000
12611,2024-09-20,SPX250718C00200000
12612,2024-09-20,SPX250718P02800000
12613,2024-09-20,SPX250718C04450000
12614,2024-09-20,SPX250718C04700000
12615,2024-09-20,SPX250718P03350000
12616,2024-09-20,SPX260618C03550000
12617,2024-09-20,SPX250718P03600000
12618,2024-09-20,SPX250718C05250000
12619,2024-09-20,SPX260618C03800000
12620,2024-09-20,SPX250718C05500000
12621,2024-09-20,SPX250718P03975000
12622,2024-09-20,SPX250718P04150000
12623,2024-09-20,SPX260618P00400000
12624,2024-09-20,SPX250718C05875000
12625,2024-09-20,SPX260618P02700000
12626,2024-09-20,SPX260618C04350000
12627,2024-09-20,SPX250718P04400000
12628,2024-09-20,SPX250718C06050000
12629,2024-09-20,SPX260618C04600000
12630,2024-09-20,SPX250718C06300000
12631,2024-09-20,SPX250718P04775000
12632,2024-09-20,SPX260618C04975000
12633,2024-09-20,SPX260618P03500000
12634,2024-09-20,SPX260618C05150000
12635,2024-09-20,SPX250718P05200000
12636,2024-09-20,SPX260618C05400000
12637,2024-09-20,SPX260618P03875000
12638,2024-09-20,SPX250718C07100000
12639,2024-09-20,SPX250718P05575000
12640,2024-09-20,SPX260618P04050000
12641,2024-09-20,SPX260618C05775000
12642,2024-09-20,SPX250718P05825000
12643,2024-09-20,SPX260618P04300000
12644,2024-09-20,SPX250718P06000000
12645,2024-09-20,SPX260618C06200000
12646,2024-09-20,SPX260618P04675000
12647,2024-09-20,SPX260618P04925000
12648,2024-09-20,SPX260618P05100000
12649,2024-09-20,SPX260618C07000000
12650,2024-09-20,SPX260618P05475000
12651,2024-09-20,SPX250718C03750000
12652,2024-09-20,SPX260618P05725000
12653,2024-09-20,SPX260618P06275000
12654,2024-09-20,SPX241018C05565000
12655,2024-09-20,SPX241018P05265000
12656,2024-09-20,SPX241018C05355000
12657,2024-09-20,SPX241018P05515000
12658,2024-09-20,SPX241018P05305000
12659,2024-09-20,SPX241018P05365000
12660,2024-09-20,SPX241018C05455000
12661,2024-09-20,SPX241018C05245000
12662,2024-09-20,SPX241018P05405000
12663,2024-09-20,SPX241018P05465000
12664,2024-09-20,SPX241018C05555000
12665,2024-09-20,SPX241018P05255000
12666,2024-09-20,SPX241018C05345000
12667,2024-09-20,SPX241018P05505000
12668,2024-09-20,SPX241018P05565000
12669,2024-09-20,SPX241018P05355000
12670,2024-09-20,SPX241018C05445000
12671,2024-09-20,SPX241018C05295000
12672,2024-09-20,SPX241018P05455000
12673,2024-09-20,SPX241018C05545000
12674,2024-09-20,SPX241018P05245000
12675,2024-09-20,SPX241018C05335000
12676,2024-09-20,SPX241018C05395000
12677,2024-09-20,SPX241018P05555000
12678,2024-09-20,SPX241018P05345000
12679,2024-09-20,SPX241018C05435000
12680,2024-09-20,SPX241018C05495000
12681,2024-09-20,SPX241018C05285000
12682,2024-09-20,SPX241018P05445000
12683,2024-09-20,SPX241018C05535000
12684,2024-09-20,SPX241018P05295000
12685,2024-09-20,SPX241018C05385000
12686,2024-09-20,SPX241018P05545000
12687,2024-09-20,SPX241018P05335000
12688,2024-09-20,SPX241018P05395000
12689,2024-09-20,SPX241018C05485000
12690,2024-09-20,SPX241018P05435000
12691,2024-09-20,SPX241018C05315000
12692,2024-09-20,SPX241018P05495000
12693,2024-09-20,SPX241018P05285000
12694,2024-09-20,SPX241018P05535000
12695,2024-09-20,SPX241018C05415000
